Number,Name,Types,Species,Legendary,Mythical,Generation,Sprite,Description, Aliases,False
219,Magcargo,Fire|Rock,Lava,False,False,2,https://pokeres.bastionbot.org/images/pokemon/219.png,Its body is as hot as lava and is always billowing. Flames will occasionally burst from its shell.,,False
220,Swinub,Ice|Ground,Ping,False,False,2,https://pokeres.bastionbot.org/images/pokemon/220.png,It uses the tip of its nose to dig for food. Its nose is so tough that even frozen ground poses no problem.,,False
221,Piloswine,Ice|Ground,Swine,False,False,2,https://pokeres.bastionbot.org/images/pokemon/221.png,"Although its legs are short, its rugged hooves prevent it from slipping, even on icy ground.",,False
222,Corsola,Water|Rock,Coral,False,False,2,https://pokeres.bastionbot.org/images/pokemon/222.png,The points on its head absorb nutrients from clean water. They cannot survive in polluted water.,,True
223,Remoraid,Water,Jet,False,False,2,https://pokeres.bastionbot.org/images/pokemon/223.png,"To escape from an attacker, it may shoot water out of its mouth, then use that force to swim backward.",,False
224,Octillery,Water,Jet,False,False,2,https://pokeres.bastionbot.org/images/pokemon/224.png,Its instinct is to bury itself in holes. It often steals the nesting holes of others to sleep in them.,,False
225,Delibird,Flying|Ice,Delivery,False,False,2,https://pokeres.bastionbot.org/images/pokemon/225.png,"It always carries its food with it, wherever it goes. If attacked, it throws its food at the opponent.",,False
226,Mantine,Flying|Water,Kite,False,False,2,https://pokeres.bastionbot.org/images/pokemon/226.png,"It swims along freely, eating things that swim into its mouth. Its whole body is very coarse.",,False
227,Skarmory,Flying|Steel,Armor Bird,False,False,2,https://pokeres.bastionbot.org/images/pokemon/227.png,The feathers that it sheds are very sharp. It is said that people once used the feathers as swords.,,False
228,Houndour,Fire|Dark,Dark,False,False,2,https://pokeres.bastionbot.org/images/pokemon/228.png,"Around dawn, its ominous howl echoes through the area to announce that this is its territory.",,False
229,Houndoom,Fire|Dark,Dark,False,False,2,https://pokeres.bastionbot.org/images/pokemon/229.png,The pungent-smelling flame that shoots from its mouth results from toxins burning in its body.,,False
230,Kingdra,Water|Dragon,Dragon,False,False,2,https://pokeres.bastionbot.org/images/pokemon/230.png,It stores energy by sleeping at underwater depths at which no other life forms can survive.,,False
231,Phanpy,Ground,Long Nose,False,False,2,https://pokeres.bastionbot.org/images/pokemon/231.png,"During the deserted morning hours, it comes ashore where it deftly uses its trunk to take a shower.",,False
232,Donphan,Ground,Armor,False,False,2,https://pokeres.bastionbot.org/images/pokemon/232.png,"Because this POKéMON's skin is so tough, a normal attack won't even leave a scratch on it.",,False
233,Porygon2,Normal,Virtual,False,False,2,https://pokeres.bastionbot.org/images/pokemon/233.png,This manmade POKéMON evolved from the latest technology. It may have unprogrammed reactions.,,False
234,Stantler,Normal,Big Horn,False,False,2,https://pokeres.bastionbot.org/images/pokemon/234.png,The round balls found on the fallen antlers can be ground into a powder that aids in sleeping.,,False
235,Smeargle,Normal,Painter,False,False,2,https://pokeres.bastionbot.org/images/pokemon/235.png,The color of the mysterious fluid secreted from its tail is predetermined for each SMEARGLE.,,False
236,Tyrogue,Fighting,Scuffle,False,False,2,https://pokeres.bastionbot.org/images/pokemon/236.png,"To brush up on its fighting skills, it will challenge anyone. It has a very strong competitive spirit.",,False
237,Hitmontop,Fighting,Handstand,False,False,2,https://pokeres.bastionbot.org/images/pokemon/237.png,"After doing a handstand to throw off the opponent's timing, it presents its fancy kick moves.",,False
238,Smoochum,Ice|Psychic,Kiss,False,False,2,https://pokeres.bastionbot.org/images/pokemon/238.png,The sensitivity of its lips develops most quickly. It uses them to try to identify unknown objects.,,False
239,Elekid,Electric,Electric,False,False,2,https://pokeres.bastionbot.org/images/pokemon/239.png,It loves violent thunder. The space between its horns flickers bluish-white when it is charging energy.,,False
240,Magby,Fire,Live Coal,False,False,2,https://pokeres.bastionbot.org/images/pokemon/240.png,"It naturally spits an 1100-degree flame. It is said when many appear, it heralds a volcanic eruption.",,False
241,Miltank,Normal,Milk Cow,False,False,2,https://pokeres.bastionbot.org/images/pokemon/241.png,"In order to milk a MILTANK, one must have a knack for rhythmically pulling up and down on its udders.",,False
242,Blissey,Normal,Happiness,False,False,2,https://pokeres.bastionbot.org/images/pokemon/242.png,Biting into one of the delicious eggs that BLISSEY provides will make everyone around smile with joy.,,False
243,Raikou,Electric,Thunder,True,False,2,https://pokeres.bastionbot.org/images/pokemon/243.png,"This rough POKéMON stores energy inside its body, then sweeps across the land, shooting off electricity.",,False
244,Entei,Fire,Volcano,True,False,2,https://pokeres.bastionbot.org/images/pokemon/244.png,"This brawny POKéMON courses around the earth, spouting flames hotter than a volcano's magma.",,False
245,Suicune,Water,Aurora,True,False,2,https://pokeres.bastionbot.org/images/pokemon/245.png,"This divine POKéMON blows around the world, always in search of a pure reservoir.",,False
246,Larvitar,Ground|Rock,Rock Skin,False,False,2,https://pokeres.bastionbot.org/images/pokemon/246.png,"Born deep underground, this POKéMON becomes a pupa after eating enough dirt to make a mountain.",,False
247,Pupitar,Ground|Rock,Hard Shell,False,False,2,https://pokeres.bastionbot.org/images/pokemon/247.png,"It will not stay still, even while it's a pupa. It already has arms and legs under its solid shell.",,False
248,Tyranitar,Dark|Rock,Armor,False,False,2,https://pokeres.bastionbot.org/images/pokemon/248.png,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble.",,False
249,Lugia,Flying|Psychic,Diving,True,False,2,https://pokeres.bastionbot.org/images/pokemon/249.png,It has an incredible ability to calm raging storms. It is said that LUGIA appears when storms start.,,False
250,Ho-oh,Fire|Flying,Rainbow,True,False,2,https://pokeres.bastionbot.org/images/pokemon/250.png,It will reveal itself before a pure-hearted trainer by shining its bright rainbow-colored wings.,HoOh,False
251,Celebi,Grass|Psychic,Time Travel,False,True,2,https://pokeres.bastionbot.org/images/pokemon/251.png,"Revered as a guardian of the forest, CELEBI appears wherever beautiful forests exist.",,False
252,Treecko,Grass,Wood Gecko,False,False,3,https://pokeres.bastionbot.org/images/pokemon/252.png,"TREECKO is cool, calm, and collected - it never panics under any situation. If a bigger foe were to glare at this POKéMON, it would glare right back without conceding an inch of ground.",,False
253,Grovyle,Grass,Wood Gecko,False,False,3,https://pokeres.bastionbot.org/images/pokemon/253.png,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,,False
254,Sceptile,Grass,Forest,False,False,3,https://pokeres.bastionbot.org/images/pokemon/254.png,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,,False
255,Torchic,Fire,Chick,False,False,3,https://pokeres.bastionbot.org/images/pokemon/255.png,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",,False
256,Combusken,Fire|Fighting,Young Fowl,False,False,3,https://pokeres.bastionbot.org/images/pokemon/256.png,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",,False
257,Blaziken,Fire|Fighting,Blaze,False,False,3,https://pokeres.bastionbot.org/images/pokemon/257.png,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",,False
258,Mudkip,Water,Mud Fish,False,False,3,https://pokeres.bastionbot.org/images/pokemon/258.png,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",,False
259,Marshtomp,Ground|Water,Mud Fish,False,False,3,https://pokeres.bastionbot.org/images/pokemon/259.png,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",,False
260,Swampert,Ground|Water,Mud Fish,False,False,3,https://pokeres.bastionbot.org/images/pokemon/260.png,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,,False
261,Poochyena,Dark,Bite,False,False,3,https://pokeres.bastionbot.org/images/pokemon/261.png,POOCHYENA is an omnivore - it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This POKéMON tries to intimidate its foes by making the hair on its tail bristle out.,,False
262,Mightyena,Dark,Bite,False,False,3,https://pokeres.bastionbot.org/images/pokemon/262.png,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,,False
263,Zigzagoon,Normal,Tiny Raccoon,False,False,3,https://pokeres.bastionbot.org/images/pokemon/263.png,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,,False
264,Linoone,Normal,Rushing,False,False,3,https://pokeres.bastionbot.org/images/pokemon/264.png,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",,False
265,Wurmple,Bug,Worm,False,False,3,https://pokeres.bastionbot.org/images/pokemon/265.png,"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",,False
266,Silcoon,Bug,Cocoon,False,False,3,https://pokeres.bastionbot.org/images/pokemon/266.png,"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",,False
267,Beautifly,Flying|Bug,Butterfly,False,False,3,https://pokeres.bastionbot.org/images/pokemon/267.png,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",,False
268,Cascoon,Bug,Cocoon,False,False,3,https://pokeres.bastionbot.org/images/pokemon/268.png,"If it is attacked, CASCOON remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This POKéMON will also not forget the pain it endured.",,False
269,Dustox,Bug|Poison,Poison Moth,False,False,3,https://pokeres.bastionbot.org/images/pokemon/269.png,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",,False
270,Lotad,Water|Grass,Water Weed,False,False,3,https://pokeres.bastionbot.org/images/pokemon/270.png,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",,False
271,Lombre,Water|Grass,Jolly,False,False,3,https://pokeres.bastionbot.org/images/pokemon/271.png,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.",,False
272,Ludicolo,Water|Grass,Carefree,False,False,3,https://pokeres.bastionbot.org/images/pokemon/272.png,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",,False
273,Seedot,Grass,Acorn,False,False,3,https://pokeres.bastionbot.org/images/pokemon/273.png,SEEDOT looks exactly like an acorn when it is dangling from a tree branch. It startles other POKéMON by suddenly moving. This POKéMON polishes its body once a day using leaves.,,False
274,Nuzleaf,Dark|Grass,Wily,False,False,3,https://pokeres.bastionbot.org/images/pokemon/274.png,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,,False
275,Shiftry,Dark|Grass,Wicked,False,False,3,https://pokeres.bastionbot.org/images/pokemon/275.png,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,,False
276,Taillow,Flying|Normal,Tiny Swallow,False,False,3,https://pokeres.bastionbot.org/images/pokemon/276.png,"TAILLOW is young - it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This POKéMON feeds on WURMPLE that live in forests.",,False
277,Swellow,Flying|Normal,Swallow,False,False,3,https://pokeres.bastionbot.org/images/pokemon/277.png,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",,False
278,Wingull,Flying|Water,Seagull,False,False,3,https://pokeres.bastionbot.org/images/pokemon/278.png,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,,False
279,Pelipper,Flying|Water,Water Bird,False,False,3,https://pokeres.bastionbot.org/images/pokemon/279.png,"PELIPPER searches for food while in flight by skimming the wave tops. This POKéMON dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",,False
280,Ralts,Psychic|Fairy,Feeling,False,False,3,https://pokeres.bastionbot.org/images/pokemon/280.png,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",,False
281,Kirlia,Psychic|Fairy,Emotion,False,False,3,https://pokeres.bastionbot.org/images/pokemon/281.png,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,,False
282,Gardevoir,Psychic|Fairy,Embrace,False,False,3,https://pokeres.bastionbot.org/images/pokemon/282.png,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",,False
283,Surskit,Water|Bug,Pond Skater,False,False,3,https://pokeres.bastionbot.org/images/pokemon/283.png,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.",,False
284,Masquerain,Flying|Bug,Eyeball,False,False,3,https://pokeres.bastionbot.org/images/pokemon/284.png,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,,False
285,Shroomish,Grass,Mushroom,False,False,3,https://pokeres.bastionbot.org/images/pokemon/285.png,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.",,False
286,Breloom,Grass|Fighting,Mushroom,False,False,3,https://pokeres.bastionbot.org/images/pokemon/286.png,The seeds ringing BRELOOM’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this POKéMON’s seed will cause your stomach to rumble.,,False
287,Slakoth,Normal,Slacker,False,False,3,https://pokeres.bastionbot.org/images/pokemon/287.png,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",,False
288,Vigoroth,Normal,Wild Monkey,False,False,3,https://pokeres.bastionbot.org/images/pokemon/288.png,"VIGOROTH is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this POKéMON to run wild throughout the jungle before it can settle down.",,False
289,Slaking,Normal,Lazy,False,False,3,https://pokeres.bastionbot.org/images/pokemon/289.png,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",,False
290,Nincada,Ground|Bug,Trainee,False,False,3,https://pokeres.bastionbot.org/images/pokemon/290.png,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,,False
291,Ninjask,Flying|Bug,Ninja,False,False,3,https://pokeres.bastionbot.org/images/pokemon/291.png,"If NINJASK is not trained properly, it will refuse to obey the TRAINER and cry loudly continuously. Because of this quality, this POKéMON is said to be one that puts the TRAINER’s abilities to the test.",,False
292,Shedinja,Ghost|Bug,Shed,False,False,3,https://pokeres.bastionbot.org/images/pokemon/292.png,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",,False
293,Whismur,Normal,Whisper,False,False,3,https://pokeres.bastionbot.org/images/pokemon/293.png,"WHISMUR is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the POKéMON goes to sleep, all tired out.",,False
294,Loudred,Normal,Big Voice,False,False,3,https://pokeres.bastionbot.org/images/pokemon/294.png,"LOUDRED shouts while stamping its feet. After it finishes shouting, this POKéMON becomes incapable of hearing anything for a while. This is considered to be a weak point.",,False
295,Exploud,Normal,Loud Noise,False,False,3,https://pokeres.bastionbot.org/images/pokemon/295.png,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",,False
296,Makuhita,Fighting,Guts,False,False,3,https://pokeres.bastionbot.org/images/pokemon/296.png,"MAKUHITA has a tireless spirit - it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this POKéMON packs its body with energy.",,False
297,Hariyama,Fighting,Arm Thrust,False,False,3,https://pokeres.bastionbot.org/images/pokemon/297.png,"HARIYAMA’s thick body may appear fat, but it is actually a hunk of solid muscle. If this POKéMON bears down and tightens all its muscles, its body becomes as hard as a rock.",,False
298,Azurill,Normal|Fairy,Polka Dot,False,False,3,https://pokeres.bastionbot.org/images/pokemon/298.png,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.",,False
299,Nosepass,Rock,Compass,False,False,3,https://pokeres.bastionbot.org/images/pokemon/299.png,"NOSEPASS had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the POKéMON actually moves by a little over 3/8 of an inch every year.",,False
300,Skitty,Normal,Kitten,False,False,3,https://pokeres.bastionbot.org/images/pokemon/300.png,"SKITTY is known to chase around playfully after its own tail. In the wild, this POKéMON lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",,False
301,Delcatty,Normal,Prim,False,False,3,https://pokeres.bastionbot.org/images/pokemon/301.png,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.",,False
302,Sableye,Dark|Ghost,Darkness,False,False,3,https://pokeres.bastionbot.org/images/pokemon/302.png,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.",,False
303,Mawile,Steel|Fairy,Deceiver,False,False,3,https://pokeres.bastionbot.org/images/pokemon/303.png,"MAWILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWILE chomps it with its gaping jaws.",,False
304,Aron,Steel|Rock,Iron Armor,False,False,3,https://pokeres.bastionbot.org/images/pokemon/304.png,"ARON has a body of steel. With one all-out charge, this POKéMON can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the POKéMON.",,False
305,Lairon,Steel|Rock,Iron Armor,False,False,3,https://pokeres.bastionbot.org/images/pokemon/305.png,"LAIRON feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the POKéMON often clashes with humans mining the iron ore.",,False
306,Aggron,Steel|Rock,Iron Armor,False,False,3,https://pokeres.bastionbot.org/images/pokemon/306.png,"AGGRON is surprisingly protective of its environment. If its mountain is ravaged by a landslide or a fire, this POKéMON will haul topsoil to the area, plant trees, and beautifully restore its own territory.",,False
307,Meditite,Psychic|Fighting,Meditate,False,False,3,https://pokeres.bastionbot.org/images/pokemon/307.png,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.",,False
308,Medicham,Psychic|Fighting,Meditate,False,False,3,https://pokeres.bastionbot.org/images/pokemon/308.png,"Through the power of meditation, MEDICHAM developed its sixth sense. It gained the ability to use psychokinetic powers. This POKéMON is known to meditate for a whole month without eating.",,False
309,Electrike,Electric,Lightning,False,False,3,https://pokeres.bastionbot.org/images/pokemon/309.png,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.,,False
310,Manectric,Electric,Discharge,False,False,3,https://pokeres.bastionbot.org/images/pokemon/310.png,"MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKéMON creates thunderclouds.",,False
311,Plusle,Electric,Cheering,False,False,3,https://pokeres.bastionbot.org/images/pokemon/311.png,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.",,False
312,Minun,Electric,Cheering,False,False,3,https://pokeres.bastionbot.org/images/pokemon/312.png,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,,False
313,Volbeat,Bug,Firefly,False,False,3,https://pokeres.bastionbot.org/images/pokemon/313.png,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.",,True
314,Illumise,Bug,Firefly,False,False,3,https://pokeres.bastionbot.org/images/pokemon/314.png,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.",,True
315,Roselia,Grass|Poison,Thorn,False,False,3,https://pokeres.bastionbot.org/images/pokemon/315.png,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.,,False
316,Gulpin,Poison,Stomach,False,False,3,https://pokeres.bastionbot.org/images/pokemon/316.png,Most of GULPIN’s body is made up of its stomach - its heart and brain are very small in comparison. This POKéMON’s stomach contains special enzymes that dissolve anything.,,False
317,Swalot,Poison,Poison Bag,False,False,3,https://pokeres.bastionbot.org/images/pokemon/317.png,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.",,False
318,Carvanha,Dark|Water,Savage,False,False,3,https://pokeres.bastionbot.org/images/pokemon/318.png,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.,,False
319,Sharpedo,Dark|Water,Brutal,False,False,3,https://pokeres.bastionbot.org/images/pokemon/319.png,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.",,False
320,Wailmer,Water,Ball Whale,False,False,3,https://pokeres.bastionbot.org/images/pokemon/320.png,"WAILMER can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this POKéMON can elevate the height of its bounces.",,False
321,Wailord,Water,Float Whale,False,False,3,https://pokeres.bastionbot.org/images/pokemon/321.png,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",,False
322,Numel,Fire|Ground,Numb,False,False,3,https://pokeres.bastionbot.org/images/pokemon/322.png,"NUMEL stores magma of almost 2,200 degrees F within its body. If it gets wet, the magma cools and hardens. In that event, the POKéMON’s body grows heavy and its movements become sluggish.",,False
323,Camerupt,Fire|Ground,Eruption,False,False,3,https://pokeres.bastionbot.org/images/pokemon/323.png,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.",,False
324,Torkoal,Fire,Coal,False,False,3,https://pokeres.bastionbot.org/images/pokemon/324.png,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.",,True
325,Spoink,Psychic,Bounce,False,False,3,https://pokeres.bastionbot.org/images/pokemon/325.png,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.",,False
326,Grumpig,Psychic,Manipulate,False,False,3,https://pokeres.bastionbot.org/images/pokemon/326.png,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored.",,False
327,Spinda,Normal,Spot Panda,False,False,3,https://pokeres.bastionbot.org/images/pokemon/327.png,No two SPINDA are said to have identical spot patterns on their hides. This POKéMON moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,,False
328,Trapinch,Ground,Ant Pit,False,False,3,https://pokeres.bastionbot.org/images/pokemon/328.png,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",,False
329,Vibrava,Ground|Dragon,Vibration,False,False,3,https://pokeres.bastionbot.org/images/pokemon/329.png,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",,False
330,Flygon,Ground|Dragon,Mystic,False,False,3,https://pokeres.bastionbot.org/images/pokemon/330.png,"FLYGON whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this POKéMON is said to be the desert spirit.",,False
331,Cacnea,Grass,Cactus,False,False,3,https://pokeres.bastionbot.org/images/pokemon/331.png,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",,False
332,Cacturne,Dark|Grass,Scarecrow,False,False,3,https://pokeres.bastionbot.org/images/pokemon/332.png,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.",,False
333,Swablu,Flying|Normal,Cotton Bird,False,False,3,https://pokeres.bastionbot.org/images/pokemon/333.png,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,,False
334,Altaria,Flying|Dragon,Humming,False,False,3,https://pokeres.bastionbot.org/images/pokemon/334.png,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.",,False
335,Zangoose,Normal,Cat Ferret,False,False,3,https://pokeres.bastionbot.org/images/pokemon/335.png,"ZANGOOSE usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This POKéMON shares a bitter rivalry with SEVIPER that dates back over generations.",,True
336,Seviper,Poison,Fang Snake,False,False,3,https://pokeres.bastionbot.org/images/pokemon/336.png,SEVIPER’s swordlike tail serves two purposes - it slashes foes and douses them with secreted poison. This POKéMON will not give up its long-running blood feud with ZANGOOSE.,,True
337,Lunatone,Psychic|Rock,Meteorite,False,False,3,https://pokeres.bastionbot.org/images/pokemon/337.png,"LUNATONE becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The POKéMON’s intimidating red eyes cause all those who see it to become transfixed with fear.",,True
338,Solrock,Psychic|Rock,Meteorite,False,False,3,https://pokeres.bastionbot.org/images/pokemon/338.png,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",,True
339,Barboach,Ground|Water,Whiskers,False,False,3,https://pokeres.bastionbot.org/images/pokemon/339.png,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.",,False
340,Whiscash,Ground|Water,Whiskers,False,False,3,https://pokeres.bastionbot.org/images/pokemon/340.png,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",,False
341,Corphish,Water,Ruffian,False,False,3,https://pokeres.bastionbot.org/images/pokemon/341.png,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.,,False
